Wall time,Step,Value
1780023619.341841,2048,0.0
1780023633.8158653,4096,0.0
1780023648.3874238,6144,0.0
1780023664.217124,8192,0.0
1780023679.084409,10240,2040.0
1780023693.985279,12288,2040.0
1780023708.1739259,14336,2040.0
1780023725.801262,16384,2040.0
1780023740.4527106,18432,7230.0
1780023755.5623631,20480,7230.0
1780023769.7825382,22528,5426.66650390625
1780023787.0105805,24576,5426.66650390625
1780023804.1057317,26624,5426.66650390625
1780023822.8765197,28672,5426.66650390625
1780023840.241259,30720,4515.0
1780023854.960915,32768,4515.0
1780023869.5704014,34816,4515.0
1780023884.2370877,36864,4180.0
1780023900.9196656,38912,4180.0
1780023919.1900902,40960,4180.0
1780023935.2685025,43008,4180.0
1780023948.769191,45056,4360.0
1780023962.2469153,47104,4360.0
1780023975.7782173,49152,4360.0
1780023989.2305694,51200,4014.28564453125
1780024002.7550187,53248,4014.28564453125
1780024016.4494166,55296,4014.28564453125
1780024030.0853696,57344,3742.5
1780024043.6166675,59392,3742.5
1780024059.2969534,61440,3742.5
1780024074.2021565,63488,3577.77783203125
1780024087.7386525,65536,3577.77783203125
1780024101.265497,67584,3577.77783203125
1780024115.0886877,69632,3432.0
1780024128.671541,71680,3432.0
1780024148.6309385,73728,3432.0
1780024164.8699722,75776,3432.0
1780024181.9428835,77824,3342.0
1780024200.732812,79872,3342.0
1780024224.7792504,81920,3342.0
1780024243.573241,83968,3342.0
1780024262.2500913,86016,2384.0
1780024280.9632285,88064,2384.0
1780024298.210789,90112,2384.0
1780024324.0299253,92160,2384.0
1780024343.5450232,94208,2442.0
1780024363.1226609,96256,2442.0
1780024381.4001968,98304,2442.0
1780024406.3956087,100352,2446.0
1780024424.3026419,102400,2446.0
1780024442.7259736,104448,2446.0
1780024456.928615,106496,2368.0
1780024472.0747604,108544,2368.0
1780024487.3857923,110592,2368.0
1780024506.0910048,112640,2368.0
1780024520.0774543,114688,2056.0
1780024533.8816938,116736,2056.0
1780024549.3460865,118784,2056.0
1780024568.3082154,120832,2056.0
1780024582.5182426,122880,2044.0
1780024601.828546,124928,2044.0
1780024619.0783906,126976,2184.0
1780024634.8931205,129024,2184.0
1780024648.4622698,131072,2184.0
1780024662.1350653,133120,2184.0
1780024675.6167414,135168,2188.0
1780024689.1219165,137216,2188.0
1780024702.6829982,139264,2188.0
1780024716.1536193,141312,2384.0
1780024729.619859,143360,2384.0
1780024743.289047,145408,2384.0
1780024756.843511,147456,2358.0
1780024770.3715007,149504,2358.0
1780024783.9930983,151552,2358.0
1780024797.5863733,153600,2290.0
1780024811.1183453,155648,2290.0
1780024824.8531654,157696,2290.0
1780024838.433289,159744,2460.0
1780024852.006927,161792,2460.0
