Wall time,Step,Value
1777759597.1448095,2280,7246.0
1777759607.6581817,4550,7353.0
1777759612.7074919,5645,5686.0
1777759631.9725552,8573,6397.0
1777759662.922273,11093,6958.66650390625
1777759679.5592763,12500,6293.0
1777759715.192123,15448,6547.33349609375
1777759740.7568223,17550,6580.2998046875
1777759777.1239476,20565,6898.66650390625
1777759822.5889084,24311,7164.9228515625
1777759843.227471,27303,7553.5
1777759858.1935582,29587,7442.0625
1777759875.170987,32173,7396.11767578125
1777759895.6702747,35291,7497.5
1777759909.134824,37359,7517.85009765625
1777759928.7669268,40363,7566.0478515625
1777759947.9936025,43308,7675.77294921875
1777759960.4888737,45225,7583.16650390625
1777759984.239354,48797,7747.7998046875
1777759996.97894,50732,7739.1923828125
1777760020.649236,54330,7807.46435546875
1777760042.2655478,57605,7890.96533203125
1777760051.6084623,59017,7742.93310546875
1777760068.950347,61635,7750.46875
1777760089.7403095,64774,7793.060546875
1777760093.6889782,65369,7681.2353515625
1777760114.6285753,68494,7655.861328125
1777760137.383612,71939,7715.97314453125
1777760158.167895,75042,7751.5791015625
1777760174.4895823,77470,7792.5498046875
1777760199.3625991,81166,7873.8779296875
1777760211.2014866,82924,7783.4287109375
1777760227.1544871,85279,7798.3408203125
1777760239.596347,87133,7718.95556640625
1777760252.2811937,89012,7756.4345703125
1777760272.583509,92000,7712.14599609375
1777760290.5724235,94690,7734.32666015625
1777760306.9068215,97097,7734.5400390625
1777760310.9908419,97704,7561.865234375
1777760326.2181506,99967,7531.8681640625
1777760341.3474698,102226,7517.0185546875
1777760349.846239,103481,7437.8212890625
1777760360.4148185,105053,7374.31591796875
1777760373.0994093,106922,7323.72412109375
1777760397.1924791,110443,7409.2998046875
1777760418.9273705,113641,7459.09814453125
1777760433.6663046,115822,7414.24169921875
1777760456.1530256,119111,7490.25
1777760470.4953904,121228,7462.60009765625
1777760487.0321896,123634,7444.7880859375
1777760503.251888,125990,7457.029296875
1777760514.686125,127656,7385.05810546875
1777760536.942185,130898,7430.728515625
1777760556.8308606,133785,7478.4443359375
1777760573.0334754,136156,7462.72607421875
1777760586.1040165,138048,7418.12158203125
1777760599.891219,140022,7415.53955078125
1777760626.6527483,143893,7467.36376953125
1777760646.912536,146816,7496.97412109375
1777760659.6224306,148647,7477.9501953125
1777760682.8422596,151971,7507.85205078125
1777760696.0306237,153868,7476.56103515625
1777760710.4590924,155936,7471.3212890625
1777760732.6432102,159119,7482.89404296875
1777760756.9856167,162616,7531.3486328125
1777760767.211891,164088,7504.45458984375
1777760786.1551523,166792,7510.2470703125
1777760794.4899583,167994,7490.86669921875
1777760808.3778386,169991,7436.5
1777760834.454533,173725,7476.65576171875
1777760851.442926,176162,7470.56396484375
1777760864.2580607,177997,7462.04150390625
1777760884.9933906,180950,7485.10302734375
1777760904.7344842,183768,7477.3876953125
1777760923.4068522,186416,7502.22021484375
1777760944.6404467,189404,7534.4599609375
1777760957.1808686,191184,7510.52978515625
1777760977.477387,194044,7581.6298828125
1777760992.2071023,196154,7541.419921875
1777761011.886035,198929,7549.740234375
1777761027.1944952,201102,7589.56982421875
1777761043.0627043,203329,7559.97998046875
1777761055.9524279,205157,7578.77978515625
1777761081.732098,208748,7554.7001953125
1777761104.292357,211892,7595.60009765625
1777761116.9013925,213655,7515.60009765625
1777761128.3089666,215268,7471.27978515625
1777761140.1253777,216944,7473.64990234375
1777761164.1243215,220289,7472.89990234375
