Wall time,Step,Value
1779109433.5415277,3137,2460.0
1779109437.5908203,5247,2010.0
1779109441.561627,7354,1565.0
1779109451.2213604,9567,1672.0
1779109469.6679125,12983,1420.0
1779109486.7189448,16131,1397.5
1779109500.6761823,18725,1588.888916015625
1779109517.150184,21770,1652.0
1779109530.427575,24235,1616.6666259765625
1779109544.4477,26815,1564.6153564453125
1779109560.9047308,29822,1452.857177734375
1779109571.8913183,31838,1446.25
1779109582.7555087,33842,1540.0
1779109599.7562332,36965,1598.888916015625
1779109615.385333,39821,1534.0
1779109629.803133,42438,1515.238037109375
1779109648.2216454,45779,1534.54541015625
1779109664.6506407,48737,1572.5
1779109679.5001411,51463,1616.800048828125
1779109685.2462943,52498,1673.076904296875
1779109700.1151679,55192,1675.0
1779109714.6003418,57812,1660.0
1779109735.4138968,61550,1668.0
1779109753.069288,64723,1677.5
1779109775.0033536,68662,1672.727294921875
1779109794.7064953,72189,1695.2940673828125
1779109808.2713,74627,1732.22216796875
1779109824.1681156,77451,1719.45947265625
1779109827.9958563,78150,1697.368408203125
1779109841.9003093,80615,1658.5
1779109851.3916273,82302,1638.53662109375
1779109866.888799,85042,1619.047607421875
1779109879.3864915,87254,1621.3636474609375
1779109896.9408836,90346,1617.77783203125
1779109906.1783564,91988,1614.7825927734375
1779109926.0371716,95482,1644.1666259765625
1779109946.2814443,99049,1640.0
1779109951.3689451,99941,1670.0
1779109959.022391,101279,1607.3077392578125
1779109974.7476916,104029,1604.5283203125
1779109993.4415646,107304,1592.22216796875
1779110009.802271,110143,1581.7857666015625
1779110020.3136163,111983,1603.5087890625
1779110037.626226,115018,1598.965576171875
1779110046.1329913,116507,1656.6666259765625
1779110058.8838005,118732,1647.541015625
1779110069.2147863,120543,1653.8709716796875
1779110076.9867566,121894,1663.4375
1779110090.9249177,124327,1644.0
1779110102.950574,126400,1638.787841796875
1779110115.2640362,128539,1667.6470947265625
1779110126.6403303,130504,1659.1304931640625
1779110134.410468,131845,1674.0
1779110140.0234346,132803,1650.0
1779110155.1484861,135399,1640.27392578125
1779110171.8926883,138274,1653.5135498046875
1779110180.277899,139692,1633.4210205078125
1779110201.6740797,143356,1628.5714111328125
1779110214.483035,145542,1610.769287109375
1779110235.0199213,149045,1606.75
1779110243.0150175,150418,1587.9012451171875
1779110246.773663,151056,1569.756103515625
1779110258.5175629,153042,1541.6666259765625
1779110279.2806041,156580,1543.7646484375
1779110301.6137328,160329,1540.93017578125
1779110318.613336,163202,1561.3636474609375
1779110337.454154,166373,1553.483154296875
1779110346.3907874,167885,1543.3333740234375
1779110350.2091637,168524,1530.6522216796875
1779110360.2791915,170212,1526.45166015625
1779110370.777421,171980,1511.0638427734375
1779110394.9864008,176006,1491.6666259765625
1779110403.8961527,177499,1478.762939453125
1779110418.17324,179874,1480.8162841796875
1779110430.7383938,181973,1481.5999755859375
1779110443.26837,184081,1468.5999755859375
1779110464.8432767,187664,1469.0
1779110481.4827144,190418,1465.0
1779110494.5194886,192586,1446.4000244140625
1779110513.8656793,195778,1464.5999755859375
1779110527.1342802,197987,1451.0
1779110548.792929,201543,1445.199951171875
1779110562.478367,203795,1439.4000244140625
1779110575.7617955,205983,1430.5999755859375
1779110594.7459621,209074,1430.4000244140625
1779110609.0364451,211414,1444.0
1779110622.6947167,213644,1422.4000244140625
1779110633.9587903,215503,1392.0
1779110656.0535378,219104,1366.0
1779110676.1804063,222374,1362.199951171875
1779110686.0050375,223988,1361.4000244140625
1779110706.7940636,227395,1362.199951171875
1779110722.48031,229926,1356.4000244140625
1779110739.77523,232728,1331.199951171875
1779110761.5490847,236256,1315.5999755859375
1779110780.9943345,239385,1321.0
1779110795.3054342,241670,1321.4000244140625
1779110810.9558196,244200,1308.5999755859375
1779110822.722348,246097,1323.199951171875
1779110840.0803568,248871,1329.5999755859375
1779110857.8001134,251724,1319.0
1779110876.9630253,254781,1301.5999755859375
1779110897.924146,258121,1289.0
1779110917.1751854,261195,1293.5999755859375
1779110932.60085,263651,1314.4000244140625
1779110952.9449198,266879,1314.5999755859375
1779110974.6275017,270303,1323.4000244140625
1779110998.3414629,274033,1329.4000244140625
1779111023.6981351,278026,1363.5999755859375
1779111030.7196255,279144,1369.800048828125
1779111042.8063443,281038,1333.800048828125
1779111057.6099007,283387,1335.4000244140625
1779111068.6147761,285131,1316.800048828125
1779111079.9726448,286921,1350.5999755859375
1779111103.8314261,290662,1357.0
1779111121.232523,293373,1373.4000244140625
1779111138.2950811,296026,1347.5999755859375
1779111160.2332222,299442,1337.5999755859375
1779111183.0769396,302978,1340.5999755859375
1779111202.4813573,305973,1307.5999755859375
1779111222.5483615,309073,1307.199951171875
1779111232.6208503,310624,1298.800048828125
1779111256.3225448,314279,1287.5999755859375
1779111271.487087,316616,1295.5999755859375
1779111285.3584712,318737,1296.4000244140625
1779111307.4862218,322124,1265.4000244140625
1779111323.8376117,324627,1261.4000244140625
1779111334.563963,326256,1244.4000244140625
1779111351.7321212,328888,1239.199951171875
1779111369.5635428,331612,1252.800048828125
1779111384.5618422,333888,1239.5999755859375
1779111402.8614008,336658,1231.5999755859375
1779111428.4117873,340535,1246.5999755859375
1779111435.1016862,341550,1246.5999755859375
1779111447.414287,343416,1227.199951171875
1779111466.2121398,346256,1240.800048828125
1779111484.330342,349008,1261.800048828125
1779111495.3595183,350676,1294.0
1779111515.0583074,353635,1280.800048828125
1779111526.670244,355388,1275.5999755859375
1779111545.6939824,358245,1246.5999755859375
1779111559.938476,360389,1265.4000244140625
1779111568.719018,361700,1259.199951171875
1779111586.5699942,364356,1260.4000244140625
1779111609.1874766,367738,1252.199951171875
1779111618.36671,369105,1260.199951171875
1779111625.9154398,370230,1264.4000244140625
1779111642.3216772,372682,1269.199951171875
1779111666.7290454,376327,1257.4000244140625
1779111678.8469415,378128,1241.4000244140625
1779111703.597064,381791,1229.800048828125
1779111728.1232016,385436,1213.800048828125
1779111742.2971134,387539,1221.4000244140625
1779111762.3599296,390504,1223.0
1779111771.9789724,391928,1206.800048828125
1779111800.3919795,396096,1200.4000244140625
1779111824.191773,399606,1176.5999755859375
1779111841.452302,402154,1185.800048828125
1779111843.7944288,402497,1189.4000244140625
1779111857.4527977,404504,1195.5999755859375
1779111873.209896,406822,1187.800048828125
1779111897.269494,410342,1209.4000244140625
1779111915.8236206,413054,1232.5999755859375
1779111927.6610353,414796,1238.800048828125
1779111950.8667881,418188,1240.0
1779111973.4174066,421490,1255.0
1779111998.476598,425156,1234.800048828125
1779112018.8185158,428137,1236.800048828125
1779112044.0222538,431834,1259.199951171875
1779112071.4140604,435842,1267.0
1779112087.2473278,438169,1255.0
1779112095.4273467,439367,1243.0
1779112118.310238,442738,1262.4000244140625
1779112134.3092964,445079,1221.800048828125
1779112147.8636,447077,1225.0
1779112174.7603111,451032,1225.5999755859375
1779112199.010416,454584,1252.5999755859375
1779112219.3289413,457573,1267.5999755859375
1779112232.1905847,459461,1257.4000244140625
1779112257.6171343,463177,1240.800048828125
1779112287.997483,467616,1245.5999755859375
1779112296.9729037,468942,1228.5999755859375
1779112311.2025094,471022,1214.0
1779112339.1631317,475124,1180.800048828125
1779112353.475893,477224,1169.800048828125
1779112370.794342,479767,1183.4000244140625
1779112390.7959297,482687,1171.4000244140625
1779112414.9966753,486208,1174.5999755859375
1779112426.4848452,487899,1158.5999755859375
1779112444.6847837,490567,1147.0
1779112464.3266206,493450,1130.0
1779112484.8117602,496460,1172.5999755859375
1779112507.1431072,499695,1169.0
1779112524.0785472,502181,1164.199951171875
1779112534.4204793,503697,1158.800048828125
1779112556.558514,506948,1162.199951171875
1779112565.8539443,508309,1150.199951171875
1779112580.3462665,510451,1129.4000244140625
1779112595.9191093,512734,1118.5999755859375
1779112620.0124135,516277,1104.800048828125
1779112636.6762831,518732,1154.5999755859375
1779112651.730345,520939,1153.4000244140625
