Wall time,Step,Value
1777759631.9726472,8573,3.064216798520647e-05
1777759662.9223557,11093,0.00023145400336943567
1777759679.5594814,12500,0.000341922597726807
1777759715.1922038,15448,0.0004887417308054864
1777759740.7569067,17550,0.00043065191130153835
1777759777.1240299,20565,0.0010832888074219227
1777759822.5890033,24311,0.0019446606747806072
1777759843.2275236,27303,0.0024854103103280067
1777759858.1936142,29587,0.0030677972827106714
1777759875.1710405,32173,0.0021648709662258625
1777759895.6703267,35291,0.0016089115524664521
1777759909.134875,37359,0.0005238003213889897
1777759928.7669876,40363,0.0014487935695797205
1777759947.9936507,43308,0.0033712221775203943
1777759960.4889243,45225,0.005574017763137817
1777759984.23941,48797,0.0010664622532203794
1777759996.9790146,50732,0.0015936760464683175
1777760020.6492882,54330,0.001248599961400032
1777760042.2656016,57605,0.0012338771484792233
1777760051.6085098,59017,0.0028232077602297068
1777760068.950398,61635,0.0013611495960503817
1777760089.7403655,64774,0.0004920451901853085
1777760093.6890311,65369,0.0033352812752127647
1777760114.6286247,68494,0.00042637783917598426
1777760137.3836644,71939,0.007100926246494055
1777760158.1679437,75042,0.0009030404035001993
1777760174.4896305,77470,0.0017126851016655564
1777760199.3626475,81166,0.0014911857433617115
1777760211.2015412,82924,0.0006777893868274987
1777760227.1545568,85279,0.0019502299837768078
1777760239.596395,87133,0.0008111088536679745
1777760252.281243,89012,0.0008229571394622326
1777760272.5835748,92000,0.005550540052354336
1777760290.5724723,94690,0.0023891981691122055
1777760306.906881,97097,0.0008404647232964635
1777760310.990895,97704,0.0026902842801064253
1777760326.2181988,99967,0.0023998962715268135
1777760341.3475208,102226,0.003528018482029438
1777760349.846288,103481,0.002046857727691531
1777760360.4148705,105053,0.0025939326733350754
1777760373.0994575,106922,0.0026511787436902523
1777760397.1925333,110443,0.0016228400636464357
1777760418.9274187,113641,0.00191899249330163
1777760433.666354,115822,0.009147297590970993
1777760456.1530788,119111,0.0012526873033493757
1777760470.495449,121228,0.004309497773647308
1777760487.0322378,123634,0.0022506320383399725
1777760503.251939,125990,0.004023518413305283
1777760514.6861727,127656,0.00670921616256237
1777760536.9422371,130898,0.001215952099300921
1777760556.8309066,133785,0.006064634770154953
1777760573.033543,136156,0.004272913560271263
1777760586.1040642,138048,0.006227970123291016
1777760599.8912666,140022,0.001234301133081317
1777760626.6527965,143893,0.0011722666677087545
1777760646.9125867,146816,0.002269419375807047
1777760659.622478,148647,0.007362645585089922
1777760682.842307,151971,0.001639778260141611
1777760696.0306735,153868,0.009957917965948582
1777760710.4591403,155936,0.0018001922871917486
1777760732.6432621,159119,0.0009613321162760258
1777760756.9856756,162616,0.0013624371495097876
1777760767.211937,164088,0.0030854977667331696
1777760786.1552186,166792,0.0013117241906002164
1777760794.4900086,167994,0.0014696581056341529
1777760808.3778987,169991,0.0017792214639484882
1777760834.4545903,173725,0.003334621200338006
1777760851.4429739,176162,0.0016311034560203552
1777760864.2581112,177997,0.0033461786806583405
1777760884.9934428,180950,0.001618510577827692
1777760904.7345567,183768,0.0011755602899938822
1777760923.4069118,186416,0.0009657627670094371
1777760944.6404943,189404,0.00086287094745785
1777760957.1809168,191184,0.0009969479870051146
1777760977.4774382,194044,0.001911235973238945
1777760992.2071545,196154,0.00441520381718874
1777761011.8860831,198929,0.002484726021066308
1777761027.1945424,201102,0.0065611861646175385
1777761043.062753,203329,0.0012010682839900255
1777761055.952475,205157,0.002593217184767127
1777761081.7321525,208748,0.001800286816433072
1777761104.2924142,211892,0.0015415404923260212
1777761116.9014409,213655,0.003655105596408248
1777761128.3090158,215268,0.01037444919347763
1777761140.1254346,216944,0.002155318856239319
1777761164.1243694,220289,0.0009688517893664539
1777761181.3754268,222684,0.003726010676473379
1777761207.351098,226317,0.0014347712276503444
1777761220.5224943,228156,0.00284633319824934
1777761245.4186532,231640,0.000299011793686077
1777761266.1603806,234487,0.002403425984084606
1777761289.0709178,237646,0.0026853028684854507
1777761312.0128999,240758,0.001570065040141344
1777761326.5322127,242768,0.0028367629274725914
1777761352.134904,246299,0.0007956880144774914
1777761378.9457722,249985,0.0016912466380745173
1777761403.8338125,253411,0.0014674223493784666
1777761413.8249676,254781,0.0018468952039256692
1777761427.178492,256612,0.0010086970869451761
1777761433.8973143,257534,0.0027038687840104103
1777761449.3356292,259642,0.0008444879204034805
1777761476.01644,263293,0.0004450906126294285
1777761500.4022024,266637,0.0003573159337975085
1777761526.411753,270187,0.0010860147885978222
1777761549.5613518,273356,0.0005293062422424555
1777761562.7976294,275157,0.0003874911926686764
1777761585.786228,278265,0.0012589649995788932
1777761600.9095936,280326,0.006158970296382904
1777761620.9557376,283037,0.002235627034679055
1777761631.508182,284461,0.0017014754703268409
1777761642.1391695,285896,0.00344500201754272
1777761656.9481757,287907,0.0008444888517260551
1777761686.5190217,291895,0.0008446687133982778
1777761710.369978,295116,0.001891211373731494
1777761716.1590261,295902,0.0014206139603629708
1777761727.711906,297458,0.0016212966293096542
1777761750.4725244,300515,0.0004488803679123521
1777761772.6318254,303505,0.001350030885078013
1777761788.8303144,305686,0.000522760150488466
1777761806.0785117,308012,0.0006576374871656299
1777761828.291698,310990,0.0019270520424470305
1777761836.4552107,312078,0.0012304728152230382
1777761862.2373993,315518,0.0001344175689155236
1777761874.359295,317149,0.0018682403024286032
1777761899.3372924,320465,0.0008044589776545763
1777761915.7960207,322671,0.0013590346788987517
1777761928.7818089,324421,0.002305602189153433
1777761951.1244504,327377,0.0012592130806297064
1777761966.7181883,329447,0.0010456445161253214
1777761979.8149958,331192,0.0007866474916227162
1777762000.6998734,333953,0.0004769118095282465
1777762016.2369437,336011,0.0009562359191477299
1777762028.7553766,337683,0.0006478239665739238
1777762046.4523327,340033,0.0007448521791957319
1777762073.2085445,343566,0.0010325105395168066
1777762081.471887,344663,0.0010064170928671956
1777762096.8758492,346684,0.0013066151877865195
1777762122.2251847,350054,0.0006289993762038648
1777762137.6540396,352089,0.003879532450810075
1777762158.9372578,354882,0.00035603108699433506
1777762182.2079475,357944,0.001656160457059741
1777762196.2197144,359788,0.0013990032020956278
1777762211.4329765,361797,0.004406582098454237
1777762240.1632133,365544,0.0007819819147698581
1777762254.0380967,367370,0.0015430981293320656
1777762268.5773368,369286,0.0003467304923105985
1777762292.0852165,372353,0.0014546741731464863
1777762311.443228,374882,0.00037320225965231657
1777762337.164383,378224,0.0005956501699984074
1777762356.1901212,380719,0.0009363772114738822
1777762366.2182214,382035,0.0004187150625512004
1777762385.1605275,384511,0.002543383277952671
1777762412.142326,387989,0.000756995112169534
1777762425.9342427,389795,0.0006707211723551154
1777762452.510123,393226,0.0021850194316357374
1777762467.552587,395168,0.0022037713788449764
1777762476.5893865,396337,0.0016245124861598015
1777762505.9199595,400094,0.0007590571767650545
1777762529.6070702,403124,0.001310850726440549
1777762559.3802269,406915,0.0009289587615057826
1777762593.9891424,411349,0.0006930935196578503
1777762617.4732144,414369,1.4865798220853321e-05
1777762659.600675,419723,0.00013859712635166943
1777762699.375499,424801,0.0006408401532098651
1777762717.4852333,427137,0.0023373663425445557
1777762723.5330296,427907,0.0007687312318012118
1777762750.9823282,431426,0.0006356731755658984
1777762761.4132655,432777,0.0019387773936614394
1777762793.583706,436879,0.0010272429790347815
1777762812.3754356,439293,0.002433715621009469
1777762841.8310544,443076,0.001175164245069027
1777762862.3170614,445686,0.00015727494610473514
1777762890.8450418,449344,8.197563147405162e-05
1777762912.9144895,452170,0.00034881854662671685
1777762929.7752576,454346,0.0005889037274755538
1777762942.9883285,456049,0.0010679684346541762
1777762953.7152772,457422,0.0004600819665938616
1777762975.0190742,460155,0.0012599570909515023
1777762990.8643699,462199,0.0010522280354052782
1777763011.7758138,464897,0.0005906132864765823
1777763037.5762355,468241,0.002042810432612896
1777763052.5886278,470172,0.00023400795180350542
1777763069.136298,472305,0.0005165222100913525
1777763097.380391,475936,0.0012057604035362601
1777763134.3056574,480675,0.0011659935116767883
1777763145.3757186,482101,0.0003466824418865144
1777763168.2515612,485042,0.0007524883840233088
1777763183.5324988,487003,0.0010697771795094013
1777763198.0127583,488867,0.00023943177075125277
1777763224.8985584,492329,8.291034464491531e-05
1777763243.295271,494690,0.00042230531107634306
1777763255.1249485,496244,0.000747735844925046
1777763273.953728,498640,0.0021234839223325253
1777763300.427954,502034,0.015066863968968391
1777763314.6998534,503888,0.0005990377976559103
1777763323.0297084,504966,0.0003400404821150005
1777763349.6413157,508399,0.005320038180798292
1777763383.393374,512746,0.0021815593354403973
1777763398.015622,514646,0.0005576476687565446
1777763418.6166196,517279,0.0004769411461893469
1777763442.4231768,520333,4.7101690142881125e-05
1777763466.3008192,523396,0.0002585647744126618
1777763488.337359,526221,0.0006664043758064508
1777763519.1176527,530165,0.00026786752277985215
1777763551.8315127,534372,0.00024064778699539602
1777763565.5360148,536131,0.00014236870629247278
1777763590.2755024,539329,0.0016306679463014007
1777763618.4460711,542967,0.0006646697293035686
1777763629.5900788,544401,0.00030895957024767995
1777763649.4304578,546926,0.00024028595362324268
1777763667.3573277,549241,0.006427998188883066
1777763674.0946999,550109,0.0060038091614842415
1777763698.2871697,553230,8.106235327431932e-05
1777763710.063727,554764,0.0007869484252296388
1777763734.887567,557908,0.00019366627384442836
1777763760.5075173,561211,0.0010819531744346023
1777763782.0383584,563981,0.0005736093153245747
1777763801.4864888,566477,0.0011220735032111406
1777763842.1287053,571657,0.0003230119764339179
1777763853.0299618,573082,0.0004385679494589567
1777763869.8186982,575262,0.001378824352286756
1777763879.8462887,576550,0.00015113744302652776
1777763916.4496942,581238,0.000708392879460007
1777763929.4113863,582922,0.00022572855232283473
1777763954.220114,586082,4.9419322749599814e-05
1777763978.0358481,589161,0.0007101910305209458
1777763994.148997,591209,0.0007697523105889559
1777764010.5126424,593309,0.00036619819002225995
1777764027.6555886,595520,0.0007048861589282751
1777764052.8215117,598721,0.0002926165470853448
1777764067.9928424,600677,0.00036174675915390253
1777764080.4241114,602267,0.0025187982246279716
1777764111.305797,606228,0.0011098076356574893
1777764137.0091414,609527,0.005074700806289911
1777764147.1443477,610826,0.00025713618379086256
1777764167.589001,613438,0.027001963928341866
1777764176.4219174,614563,0.0023950841277837753
1777764194.3153949,616869,5.4920157708693296e-05
1777764215.6052246,619591,0.00035196784301660955
1777764251.7201214,624201,7.407267548842356e-05
1777764266.9728138,626151,2.6407647965243086e-05
1777764295.0646844,629748,1.0970727544190595e-06
1777764323.419821,633370,2.034150566032622e-05
1777764349.8774283,636779,0.0001351802347926423
1777764364.7148395,638692,0.003743317909538746
1777764393.6224873,642431,0.0019650310277938843
1777764423.3417346,646267,0.0003075765271205455
1777764445.7950606,649145,0.00024558743461966515
1777764464.2101905,651507,0.0018781359540298581
1777764489.9414127,654778,0.0023299986496567726
1777764516.2668693,658140,0.0006377883837558329
1777764542.387164,661523,0.003426426788792014
