Wall time,Step,Value
1779082798.1728218,2374,2220.0
1779082801.9081068,4357,2530.0
1779082804.8398201,5836,2095.0
1779082818.6104145,9622,1676.0
1779082834.9898436,12536,1813.3333740234375
1779082846.153058,14616,1982.5
1779082856.5487492,16538,1800.0
1779082862.773804,17677,1740.0
1779082873.5582862,19680,1583.3333740234375
1779082885.2209435,21820,1596.923095703125
1779082902.0448594,24893,1584.2857666015625
1779082919.6094456,28115,1663.75
1779082936.152766,31142,1677.6470947265625
1779082945.9375234,32928,1658.888916015625
1779082957.834652,35083,1602.0
1779082969.870249,37271,1540.952392578125
1779082987.7801988,40532,1936.3636474609375
1779082997.9807737,42395,1852.1739501953125
1779083010.3505316,44642,1871.199951171875
1779083024.5021117,47231,1870.0
1779083038.844086,49847,1869.629638671875
1779083050.4536989,51934,1817.2413330078125
1779083064.0715668,54402,1769.3333740234375
1779083072.2733905,55875,1720.0
1779083086.8307827,58497,1732.1212158203125
1779083096.4477966,60233,1731.7646484375
1779083117.0193424,63925,1754.2857666015625
1779083129.5313184,66176,1746.4864501953125
1779083147.8532212,69456,1736.3157958984375
1779083157.1066978,71100,1691.794921875
1779083173.7012026,74041,1640.9755859375
1779083186.7216036,76363,1647.6190185546875
1779083207.1017787,79982,1833.0233154296875
1779083225.1726632,83176,1827.727294921875
1779083235.4411027,84977,1788.2608642578125
1779083248.7725482,87342,1782.55322265625
1779083263.2656286,89894,1769.5833740234375
1779083278.992286,92685,1722.4000244140625
1779083287.6658974,94210,1698.0391845703125
1779083303.8827407,97047,1696.923095703125
1779083312.9819505,98644,1667.0369873046875
1779083324.9804947,100750,1663.6363525390625
1779083342.8465424,103887,1666.0714111328125
1779083363.2343554,107451,1655.17236328125
1779083375.7315896,109627,1646.1016845703125
1779083396.075981,113143,1775.6666259765625
1779083409.295361,115452,1785.901611328125
1779083424.8044164,118161,1851.7459716796875
1779083435.2760656,119982,1836.5625
1779083453.8959913,123198,1825.84619140625
1779083471.8818758,126295,1831.0447998046875
1779083483.2000134,128255,1820.0
1779083502.358927,131548,1847.8260498046875
1779083516.4536655,133972,1816.6197509765625
1779083534.9021802,137138,1823.0555419921875
1779083548.7227464,139494,1811.23291015625
1779083563.6199698,142026,1815.199951171875
1779083581.6518333,145119,1814.4736328125
1779083590.9982584,146699,1814.2857666015625
1779083612.0537946,150278,1808.101318359375
1779083624.118932,152328,1812.75
1779083644.7621353,155808,1805.1851806640625
1779083660.1310654,158387,1802.40966796875
1779083679.255623,161613,1808.09521484375
1779083695.9983704,164436,1801.4117431640625
1779083714.4629407,167520,1778.8505859375
1779083728.7843988,169932,1781.5909423828125
1779083742.5278752,172243,1771.91015625
1779083752.5495737,173938,1762.4176025390625
1779083762.5194383,175626,1744.1304931640625
